mandt,land1,teleffrom,telefto,telefrm,telexfrom,telexto,mobile_sms,operation_flag,is_deleted,recordstamp
100,MA,00,212,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,ML,00,223,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MR,00,222,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MU,00,230,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MZ,00,258,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,NE,00,227,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,NP,00,977,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,OM,00,968,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,PA,00,507,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,PE,00,51,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,PK,00,92,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,PT,00,351,0,,404,,I,False,2022-04-21 15:05:19.132801+00:00
100,RS,00,381,0,,62,,I,False,2022-04-21 15:05:19.132801+00:00
100,RW,00,250,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,SA,00,966,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,SN,00,221,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,SY,00,963,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,SZ,00,268,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,TN,00,216,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,UY,00,598,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,VA,00,39,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,VE,00,58,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,ZM,00,260,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,TT,01,1809,0,,294,,I,False,2022-04-21 15:05:19.132801+00:00
100,PG,04,675,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,FJ,05,679,0,,55,,I,False,2022-04-21 15:05:19.132801+00:00
100,NA,09,264,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,TO,09,676,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,ZA,09,27,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MG,16,261,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,BI,90,257,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,IS,90,354,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MX,98,52,0,,22,,I,False,2022-04-21 15:05:19.132801+00:00
100,YU,99,381,0,,62,,I,False,2022-04-21 15:05:19.132801+00:00
100,KE,000,254,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,HK,001,852,0,,802,,I,False,2022-04-21 15:05:19.132801+00:00
100,DK,009,45,0,,55,,I,False,2022-04-21 15:05:19.132801+00:00
100,FO,009,298,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,NG,009,234,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,CA,011,1,0,,21,,I,False,2022-04-21 15:05:19.132801+00:00
100,JM,011,1809,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,US,011,1,0,,23,,I,False,2022-04-21 15:05:19.132801+00:00
100,MW,101,265,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,ZW,110,263,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,RU,810,7,8,,64,,I,False,2022-04-21 15:05:19.132801+00:00
100,UA,810,38,8,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,GH,00,233,9,,52,,I,False,2022-04-21 15:05:19.132801+00:00
100,CZ,00,420,,,,X,I,False,2022-04-21 15:05:19.132801+00:00
100,ES,00,34,,,52,X,I,False,2022-04-21 15:05:19.132801+00:00
100,HU,00,36,,,61,X,I,False,2022-04-21 15:05:19.132801+00:00
100,ID,00,62,,,73,X,I,False,2022-04-21 15:05:19.132801+00:00
100,IT,00,39,,,43,X,I,False,2022-04-21 15:05:19.132801+00:00
100,NL,00,31,,,44,X,I,False,2022-04-21 15:05:19.132801+00:00
100,SK,00,421,,,,X,I,False,2022-04-21 15:05:19.132801+00:00
100,KR,001,82,,,,X,I,False,2022-04-21 15:05:19.132801+00:00
100,SE,009,46,,,54,X,I,False,2022-04-21 15:05:19.132801+00:00
100,BE,00,32,0,,46,X,I,False,2022-04-21 15:05:19.132801+00:00
100,BR,00,55,0,,38,X,I,False,2022-04-21 15:05:19.132801+00:00
100,CH,00,41,0,,45,X,I,False,2022-04-21 15:05:19.132801+00:00
100,CL,00,56,0,,,X,I,False,2022-04-21 15:05:19.132801+00:00
100,DE,00,49,0,0,,X,I,False,2022-04-21 15:05:19.132801+00:00
100,IN,00,91,0,,81,X,I,False,2022-04-21 15:05:19.132801+00:00
100,MY,00,60,0,,84,X,I,False,2022-04-21 15:05:19.132801+00:00
100,NZ,00,64,0,,74,X,I,False,2022-04-21 15:05:19.132801+00:00
100,PH,00,63,0,,75,X,I,False,2022-04-21 15:05:19.132801+00:00
100,PL,00,48,0,,63,X,I,False,2022-04-21 15:05:19.132801+00:00
100,IE,16,353,0,,88,X,I,False,2022-04-21 15:05:19.132801+00:00
100,TR,99,90,0,,607,X,I,False,2022-04-21 15:05:19.132801+00:00
100,JP,001,81,0,,72,X,I,False,2022-04-21 15:05:19.132801+00:00
100,TH,001,66,0,,86,X,I,False,2022-04-21 15:05:19.132801+00:00
100,TW,002,886,0,,785,X,I,False,2022-04-21 15:05:19.132801+00:00
100,SG,005,65,0,,87,X,I,False,2022-04-21 15:05:19.132801+00:00
100,GB,010,44,0,,51,X,I,False,2022-04-21 15:05:19.132801+00:00
100,NO,095,47,0,,56,X,I,False,2022-04-21 15:05:19.132801+00:00
100,FI,990,358,0,,,X,I,False,2022-04-21 15:05:19.132801+00:00
100,AU,0011,61,0,,71,X,I,False,2022-04-21 15:05:19.132801+00:00
800,MN,,976,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,CX,,61,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,AZ,,994,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,CF,,236,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,LA,,856,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,UZ,,7,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,BY,,375,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,HR,,385,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,KH,,855,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,AM,,374,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,KZ,,7,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,YT,,269,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,KG,,7,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,LT,,370,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,SI,,386,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,UA,,380,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,TM,,7,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,GW,,245,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,MK,,389,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,TJ,,7,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,BA,,387,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,NR,,674,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,GQ,,240,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,PW,,6,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,ER,,291,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,MH,,692,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,SH,,290,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,EE,,372,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,LB,,961,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,KP,,850,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,MM,,95,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,MD,,373,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,NF,,6723,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,YE,,967,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,LV,,371,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,KY,0,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,VC,0,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,KI,0,686,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,ST,0,239,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,WS,0,685,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,FK,0,500,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,LC,0,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,TC,0,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,SC,0,248,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,AN,00,599,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,MO,00,853,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,SB,00,677,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,CK,00,682,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,CZ,00,42,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,PF,00,689,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,BJ,00,229,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,SM,00,39,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,VU,00,678,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,AL,00,355,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,ID,00,62,,,73,,I,False,2021-03-31 05:00:41.106374+00:00
800,FR,00,33,,,42,,I,False,2021-03-31 05:00:41.106374+00:00
800,NI,00,505,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,AW,00,297,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,GT,00,502,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,CI,00,225,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,AE,00,971,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,NC,00,687,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,SK,00,42,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,GI,00,350,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,NL,00,31,,,44,,I,False,2021-03-31 05:00:41.106374+00:00
800,GA,00,241,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,LR,00,231,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,CC,00,672,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,TD,00,235,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,UG,00,256,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,HU,00,36,,,61,,I,False,2021-03-31 05:00:41.106374+00:00
800,TG,00,228,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,KW,00,965,,,496,,I,False,2021-03-31 05:00:41.106374+00:00
800,BZ,01,501,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,XM,19,269,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,GP,19,590,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,GF,19,594,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,AD,19,33,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,MC,19,33,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,PM,19,508,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,RE,19,262,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,MQ,19,596,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,CO,90,57,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,SR,001,597,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,GN,001,224,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,KR,001,82,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,GY,001,592,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,GU,002,671,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,SE,009,46,,,54,,I,False,2021-03-31 05:00:41.106374+00:00
800,GL,009,299,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,DM,011,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,KN,011,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,VI,011,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,AG,011,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,BB,011,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,AS,011,684,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,FM,011,691,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,VG,011,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,MS,011,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,AI,011,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,BS,011,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,BM,011,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,DO,011,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,GD,011,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,MP,011,670,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,PR,135,1809,,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,SL,,232,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,ZR,,243,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,SO,,252,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,BO,,591,0,,71,,I,False,2021-03-31 05:00:41.106374+00:00
800,SS,,211,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,CU,,53,0,,38,,I,False,2021-03-31 05:00:41.106374+00:00
800,AO,,244,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,RO,,40,0,,65,,I,False,2021-03-31 05:00:41.106374+00:00
800,TZ,,255,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,PY,,595,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,VN,,84,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,SD,,249,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,SV,0,503,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,BH,0,973,0,,47,,I,False,2021-03-31 05:00:41.106374+00:00
800,MT,0,356,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,CV,0,238,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,QA,0,974,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,MV,6,960,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,GR,00,30,0,,601,,I,False,2021-03-31 05:00:41.106374+00:00
800,JO,00,962,0,,43,,I,False,2021-03-31 05:00:41.106374+00:00
800,MR,00,222,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,BE,00,32,0,,46,,I,False,2021-03-31 05:00:41.106374+00:00
800,IR,00,98,0,,88,,I,False,2021-03-31 05:00:41.106374+00:00
800,ZM,00,260,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,MA,00,212,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,PK,00,92,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,CH,00,41,0,,45,,I,False,2021-03-31 05:00:41.106374+00:00
800,CN,00,86,0,,85,,I,False,2021-03-31 05:00:41.106374+00:00
800,PA,00,507,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,IN,00,91,0,,81,,I,False,2021-03-31 05:00:41.106374+00:00
800,LI,00,4175,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,PL,00,48,0,,63,,I,False,2021-03-31 05:00:41.106374+00:00
800,RW,00,250,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,CY,00,357,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,ET,00,251,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,HT,00,509,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,DZ,00,213,0,,408,,I,False,2021-03-31 05:00:41.106374+00:00
800,IT,00,39,0,,43,,I,False,2021-03-31 05:00:41.106374+00:00
800,SZ,00,268,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,VE,00,58,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,BG,00,359,0,,67,,I,False,2021-03-31 05:00:41.106374+00:00
800,EC,00,593,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,NE,00,227,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,PT,00,351,0,,404,,I,False,2021-03-31 05:00:41.106374+00:00
800,SY,00,963,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,DJ,00,253,0,,38,,I,False,2021-03-31 05:00:41.106374+00:00
800,IQ,00,964,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,DE,00,49,0,0,,,I,False,2021-03-31 05:00:41.106374+00:00
800,BN,00,673,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,BW,00,267,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,OM,00,968,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,PE,00,51,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,AT,00,43,0,,47,,I,False,2021-03-31 05:00:41.106374+00:00
800,ML,00,223,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,VA,00,39,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,BR,00,55,0,,38,,I,False,2021-03-31 05:00:41.106374+00:00
800,AR,00,54,0,,33,,I,False,2021-03-31 05:00:41.106374+00:00
800,BD,00,880,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,SN,00,221,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,CR,00,506,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,LU,00,352,0,,402,,I,False,2021-03-31 05:00:41.106374+00:00
800,BF,00,226,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,EG,00,20,0,,66,,I,False,2021-03-31 05:00:41.106374+00:00
800,LK,00,94,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,NP,00,977,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,HN,00,504,0,,51,,I,False,2021-03-31 05:00:41.106374+00:00
800,CL,00,56,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,TN,00,216,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,UY,00,598,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,RS,00,381,0,,62,,I,False,2021-03-31 05:00:41.106374+00:00
800,SA,00,966,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,NZ,00,64,0,,74,,I,False,2021-03-31 05:00:41.106374+00:00
800,LS,00,266,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,IL,00,972,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,MU,00,230,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,MZ,00,258,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,CM,00,237,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,CG,00,242,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,GM,00,220,0,,42,,I,False,2021-03-31 05:00:41.106374+00:00
800,PH,00,63,0,,75,,I,False,2021-03-31 05:00:41.106374+00:00
800,LY,00,218,0,,901,,I,False,2021-03-31 05:00:41.106374+00:00
800,TT,01,1809,0,,294,,I,False,2021-03-31 05:00:41.106374+00:00
800,PG,04,675,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,FJ,05,679,0,,55,,I,False,2021-03-31 05:00:41.106374+00:00
800,TO,09,676,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,NA,09,264,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,ZA,09,27,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,IE,16,353,0,,88,,I,False,2021-03-31 05:00:41.106374+00:00
800,MG,16,261,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,IS,90,354,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,BI,90,257,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,MX,98,52,0,,22,,I,False,2021-03-31 05:00:41.106374+00:00
800,TR,99,90,0,,607,,I,False,2021-03-31 05:00:41.106374+00:00
800,YU,99,38,0,,62,,I,False,2021-03-31 05:00:41.106374+00:00
800,KE,000,254,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,JP,001,81,0,,72,,I,False,2021-03-31 05:00:41.106374+00:00
800,HK,001,852,0,,802,,I,False,2021-03-31 05:00:41.106374+00:00
800,TH,001,66,0,,86,,I,False,2021-03-31 05:00:41.106374+00:00
800,TW,002,886,0,,785,,I,False,2021-03-31 05:00:41.106374+00:00
800,SG,005,65,0,,87,,I,False,2021-03-31 05:00:41.106374+00:00
800,MY,007,60,0,,84,,I,False,2021-03-31 05:00:41.106374+00:00
800,DK,009,45,0,,55,,I,False,2021-03-31 05:00:41.106374+00:00
800,FO,009,298,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,NG,009,234,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,GB,010,44,0,,51,,I,False,2021-03-31 05:00:41.106374+00:00
800,JM,011,1809,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,CA,011,1,0,,21,,I,False,2021-03-31 05:00:41.106374+00:00
800,US,011,1,0,,23,,I,False,2021-03-31 05:00:41.106374+00:00
800,NO,095,47,0,,56,,I,False,2021-03-31 05:00:41.106374+00:00
800,MW,101,265,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,ZW,110,263,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,FI,990,358,0,,,,I,False,2021-03-31 05:00:41.106374+00:00
800,AU,0011,61,0,,71,,I,False,2021-03-31 05:00:41.106374+00:00
800,RU,810,7,8,,64,,I,False,2021-03-31 05:00:41.106374+00:00
800,GH,00,233,9,,52,,I,False,2021-03-31 05:00:41.106374+00:00
800,ES,07,34,9,,52,,I,False,2021-03-31 05:00:41.106374+00:00
