mandt,bukrs,butxt,ort01,land1,waers,spras,ktopl,waabw,periv,kokfi,rcomp,adrnr,stceg,fikrs,xfmco,xfmcb,xfmca,txjcd,fmhrdate,buvar,fdbuk,xfdis,xvalv,xskfn,kkber,xmwsn,mregl,xgsbe,xgjrv,xkdft,xprod,xeink,xjvaa,xvvwa,xslta,xfdmm,xfdsd,xextb,ebukr,ktop2,umkrs,bukrs_glob,fstva,opvar,xcovr,txkrs,wfvar,xbbbf,xbbbe,xbbba,xbbko,xstdt,mwskv,mwska,impda,xnegp,xkkbi,wt_newwt,pp_pdate,infmt,fstvare,kopim,dkweg,offsacct,bapovar,xcos,xcession,xsplt,surccm,dtprov,dtamtc,dttaxc,dttdsp,dtaxr,xvatdate,pst_per_var,xbbsc,f_obsolete,fm_derive_acc,operation_flag,is_deleted,recordstamp
000,CH01,Country Template CH,Switzerland,CH,CHF,D,CACH,10,K4,2,,,,,,,,,,1,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,CH01,Country Template CH,Switzerland,CH,CHF,D,CACH,10,K4,2,,,,,,,,,,1,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,CH01,Country Template CH,Switzerland,CH,CHF,D,CACH,10,K4,2,,0000023085,,,,,,,,1,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,CH01,Country Template CH,Switzerland,CH,CHF,D,CACH,10,K4,2,,,,,,,,,,1,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,CH01,Country Template CH,Switzerland,CH,CHF,D,CACH,10,K4,2,,,,,,,,,,1,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,CH01,Country Template CH,Switzerland,CH,CHF,D,CACH,10,K4,2,,,,,,,,,,1,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,CH01,Country Template CH,Switzerland,CH,CHF,E,CACH,10,K4,2,,0000023085,,,,,,,,1,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,CH01,Country Template CH,Switzerland,CH,CHF,E,CACH,10,K4,2,,0000023085,,,,,,,,1,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,CO01,Country Template CO,Colombia,CO,COP,S,CACO,10,K4,2,,,,,,,,,,2,,,,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,CO01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,CO01,Country Template CO,Colombia,CO,COP,S,CACO,10,K4,2,,,,,,,,,,2,,,,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,CO01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,CO01,Country Template CO,Colombia,CO,COP,S,CACO,10,K4,2,,,,,,,,,,2,,,,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,CO01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,CO01,Country Template CO,Colombia,CO,COP,S,CACO,10,K4,2,,,,,,,,,,2,,,,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,CO01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,CO01,Country Template CO,Colombia,CO,COP,S,CACO,10,K4,2,,,,,,,,,,2,,,,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,CO01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,CO01,Country Template CO,Colombia,CO,COP,S,CACO,10,K4,2,,,,,,,,,,2,,,,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,CO01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,CO01,Country Template CO,Colombia,CO,COP,E,CACO,10,K4,2,,,,,,,,,,2,,,,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,CO01,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,CO01,Country Template CO,Colombia,CO,COP,E,CACO,10,K4,2,,,,,,,,,,2,,,,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,CO01,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,COPY,Copy from CC.0001,(Only G/L accounts B-seg),DE,EUR,D,INT,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,COPY,Copy from CC.0001,(Only G/L accounts B-seg),DE,EUR,D,INT,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,COPY,Copy from CC.0001,(Only G/L accounts B-seg),DE,EUR,D,INT,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,COPY,Copy from CC.0001,(Only G/L accounts B-seg),DE,EUR,D,INT,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,COPY,Copy from CC.0001,(Only G/L accounts B-seg),DE,EUR,D,INT,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,COPY,Copy from CC.0001,(Only G/L accounts B-seg),DE,EUR,D,INT,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,COPY,Copy from CC.0001,(Only G/L accounts B-seg),DE,EUR,E,INT,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,COPY,Copy from CC.0001,(Only G/L accounts B-seg),DE,EUR,E,INT,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,DE01,Country Template DE,Germany,DE,EUR,D,GKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,DE01,Country Template DE,Germany,DE,EUR,D,GKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,DE01,Country Template DE,Germany,DE,EUR,D,GKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,DE01,Country Template DE,Germany,DE,EUR,D,GKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,DE01,Country Template DE,Germany,DE,EUR,D,GKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,DE01,Country Template DE,Germany,DE,EUR,D,GKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,DE01,Country Template DE,Germany,DE,EUR,E,GKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,DE01,Country Template DE,Germany,DE,EUR,E,GKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,DE02,Country Template DE,Germany,DE,EUR,D,IKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,DE02,Country Template DE,Germany,DE,EUR,D,IKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,DE02,Country Template DE,Germany,DE,EUR,D,IKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,DE02,Country Template DE,Germany,DE,EUR,D,IKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,DE02,Country Template DE,Germany,DE,EUR,D,IKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,DE02,Country Template DE,Germany,DE,EUR,D,IKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,DE02,Country Template DE,Germany,DE,EUR,E,IKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,DE02,Country Template DE,Germany,DE,EUR,E,IKR,10,K4,2,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,ES01,Country Template ES,Spain,ES,EUR,S,CAES,10,K4,2,,,ESA58379629,,,,,,,2,,,X,,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,R0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,ES01,Country Template ES,Spain,ES,EUR,S,CAES,10,K4,2,,,ESA58379629,,,,,,,2,,,X,,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,R0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,ES01,Country Template ES,Spain,ES,EUR,S,CAES,10,K4,2,,,ESA58379629,,,,,,,2,,,X,,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,R0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,ES01,Country Template ES,Spain,ES,EUR,S,CAES,10,K4,2,,,ESA58379629,,,,,,,2,,,X,,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,R0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,ES01,Country Template ES,Spain,ES,EUR,S,CAES,10,K4,2,,,ESA58379629,,,,,,,2,,,X,,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,R0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,ES01,Country Template ES,Spain,ES,EUR,S,CAES,10,K4,2,,,ESA58379629,,,,,,,2,,,X,,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,R0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,ES01,Country Template ES,Spain,ES,EUR,E,CAES,10,K4,2,,,ESA58379629,,,,,,,2,,,X,,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,R0,,,,X,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,ES01,Country Template ES,Spain,ES,EUR,E,CAES,10,K4,2,,,ESA58379629,,,,,,,2,,,X,,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,R0,,,,X,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,FR01,Country Template FR,France,FR,EUR,F,CAFR,10,K4,2,,,,,,,,,,2,,X,X,X,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,FR01,Country Template FR,France,FR,EUR,F,CAFR,10,K4,2,,,,,,,,,,2,,X,X,X,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,FR01,Country Template FR,France,FR,EUR,F,CAFR,10,K4,2,,,,,,,,,,2,,X,X,X,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,FR01,Country Template FR,France,FR,EUR,F,CAFR,10,K4,2,,,,,,,,,,2,,X,X,X,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,FR01,Country Template FR,France,FR,EUR,F,CAFR,10,K4,2,,,,,,,,,,2,,X,X,X,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,FR01,Country Template FR,France,FR,EUR,F,CAFR,10,K4,2,,,,,,,,,,2,,X,X,X,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,FR01,Country Template FR,France,FR,EUR,E,CAFR,10,K4,2,,,,,,,,,,2,,X,X,X,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,FR01,Country Template FR,France,FR,EUR,E,CAFR,10,K4,2,,,,,,,,,,2,,X,X,X,0001,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,HU01,Country Template HU,Hungary,HU,HUF,H,CAHU,10,K4,2,,,HU12345678,,,,,,,,,,X,X,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,B0,K0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,HU01,Country Template HU,Hungary,HU,HUF,H,CAHU,10,K4,2,,,HU12345678,,,,,,,,,,X,X,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,B0,K0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,HU01,Country Template HU,Hungary,HU,HUF,H,CAHU,10,K4,2,,,HU12345678,,,,,,,,,,X,X,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,B0,K0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,HU01,Country Template HU,Hungary,HU,HUF,H,CAHU,10,K4,2,,,HU12345678,,,,,,,,,,X,X,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,B0,K0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,HU01,Country Template HU,Hungary,HU,HUF,H,CAHU,10,K4,2,,,HU12345678,,,,,,,,,,X,X,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,B0,K0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,HU01,Country Template HU,Hungary,HU,HUF,H,CAHU,10,K4,2,,,HU12345678,,,,,,,,,,X,X,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,B0,K0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,HU01,Country Template HU,Hungary,HU,HUF,E,CAHU,10,K4,2,,,HU12345678,,,,,,,,,,X,X,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,B0,K0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,HU01,Country Template HU,Hungary,HU,HUF,E,CAHU,10,K4,2,,,HU12345678,,,,,,,,,,X,X,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,B0,K0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,IN01,"India Model Company, IN",Bangalore,IN,INR,E,CAIN,10,V3,1,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V8,A7,,,,,,,,,,,,,,,,SA,SA,SA,SA,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,IN01,"India Model Company, IN",Bangalore,IN,INR,E,CAIN,10,V3,1,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V8,A7,,,,,,,,,,,,,,,,SA,SA,SA,SA,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,IN01,"India Model Company, IN",Bangalore,IN,INR,E,CAIN,10,V3,1,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V8,A7,,,,,,,,,,,,,,,,SA,SA,SA,SA,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,IN01,"India Model Company, IN",Bangalore,IN,INR,E,CAIN,10,V3,1,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V8,A7,,,,,,,,,,,,,,,,SA,SA,SA,SA,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,IN01,"India Model Company, IN",Bangalore,IN,INR,E,CAIN,10,V3,1,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V8,A7,,,,,,,,,,,,,,,,SA,SA,SA,SA,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,IN01,"India Model Company, IN",Bangalore,IN,INR,E,CAIN,10,V3,1,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V8,A7,,,,,,,,,,,,,,,,SA,SA,SA,SA,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,IN01,"India Model Company, IN",Bangalore,IN,INR,E,CAIN,10,V3,1,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V8,A7,,,,,,,,,,,,,,,,SA,SA,SA,SA,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,IT01,Country Template IT,Italy,IT,EUR,I,INT,10,K4,,,,IT09417760155,,,,,,,2,,,X,X,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,A0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,IT01,Country Template IT,Italy,IT,EUR,I,INT,10,K4,,,,IT09417760155,,,,,,,2,,,X,X,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,A0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,IT01,Country Template IT,Italy,IT,EUR,I,INT,10,K4,,,,IT09417760155,,,,,,,2,,,X,X,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,A0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,IT01,Country Template IT,Italy,IT,EUR,I,INT,10,K4,,,,IT09417760155,,,,,,,2,,,X,X,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,A0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,IT01,Country Template IT,Italy,IT,EUR,I,INT,10,K4,,,,IT09417760155,,,,,,,2,,,X,X,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,A0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,IT01,Country Template IT,Italy,IT,EUR,I,INT,10,K4,,,,IT09417760155,,,,,,,2,,,X,X,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,A0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,IT01,Country Template IT,Italy,IT,EUR,E,INT,10,K4,,,,IT09417760155,,,,,,,2,,,X,X,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,A0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,IT01,Country Template IT,Italy,IT,EUR,E,INT,10,K4,,,,IT09417760155,,,,,,,2,,,X,X,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,A0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,LU01,Country Template LU,Luxembourg,LU,EUR,F,CABE,02,K4,,,,LU000009797,,,,,,,2,,,X,X,0001,X,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,LU01,Country Template LU,Luxembourg,LU,EUR,F,CABE,02,K4,,,,LU000009797,,,,,,,2,,,X,X,0001,X,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,LU01,Country Template LU,Luxembourg,LU,EUR,F,CABE,02,K4,,,,LU000009797,,,,,,,2,,,X,X,0001,X,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,LU01,Country Template LU,Luxembourg,LU,EUR,F,CABE,02,K4,,,,LU000009797,,,,,,,2,,,X,X,0001,X,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,LU01,Country Template LU,Luxembourg,LU,EUR,F,CABE,02,K4,,,,LU000009797,,,,,,,2,,,X,X,0001,X,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,LU01,Country Template LU,Luxembourg,LU,EUR,F,CABE,02,K4,,,,LU000009797,,,,,,,2,,,X,X,0001,X,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,LU01,Country Template LU,Luxembourg,LU,EUR,E,CABE,02,K4,,,,LU000009797,,,,,,,2,,,X,X,0001,X,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,LU01,Country Template LU,Luxembourg,LU,EUR,E,CABE,02,K4,,,,LU000009797,,,,,,,2,,,X,X,0001,X,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,MX01,Country Template MX,Mexico,MX,MXN,S,INT,10,K4,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,MX01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,MX01,Country Template MX,Mexico,MX,MXN,S,INT,10,K4,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,MX01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,MX01,Country Template MX,Mexico,MX,MXN,S,INT,10,K4,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,MX01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,MX01,Country Template MX,Mexico,MX,MXN,S,INT,10,K4,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,MX01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,MX01,Country Template MX,Mexico,MX,MXN,S,INT,10,K4,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,MX01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
